date,close,Trading_Volume
2024-11-01,153.0,1155281
2024-11-04,155.0,627732
2024-11-05,155.0,334023
2024-11-06,156.5,371176
2024-11-07,156.0,677829
2024-11-08,155.5,1055451
2024-11-11,151.5,2052993
2024-11-12,153.0,916332
2024-11-13,152.5,634524
2024-11-14,153.0,927443
2024-11-15,156.5,623475
2024-11-18,156.0,398989
2024-11-19,157.0,353962
2024-11-20,153.5,985471
2024-11-21,149.0,2522394
2024-11-22,150.0,1272419
2024-11-25,152.5,1050772
2024-11-26,151.5,294117
2024-11-27,149.5,627814
2024-11-28,147.0,784991
2024-11-29,147.0,924912
2024-12-02,148.5,524817
2024-12-03,148.5,567675
2024-12-04,149.0,815615
2024-12-05,148.5,752834
2024-12-06,149.0,824347
2024-12-09,145.5,1264157
2024-12-10,146.0,618153
2024-12-11,145.5,775416
2024-12-12,144.5,763922
2024-12-13,143.0,1300459
2024-12-16,142.0,1048626
2024-12-17,142.5,635085
2024-12-18,145.0,883653
2024-12-19,145.0,846168
2024-12-20,146.0,1754064
2024-12-23,149.5,1011366
2024-12-24,148.0,531779
2024-12-25,148.0,327278
2024-12-26,149.0,314130
2024-12-27,149.0,271580
2024-12-30,149.0,267492
2024-12-31,147.5,551575
2025-01-02,147.5,535899
2025-01-03,145.0,462791
2025-01-06,145.5,516356
2025-01-07,145.0,823506
2025-01-08,147.5,804822
2025-01-09,143.5,467089
2025-01-10,144.5,559759
2025-01-13,144.5,942910
2025-01-14,146.0,692203
2025-01-15,148.5,1233755
2025-01-16,153.0,2276064
2025-01-17,153.0,1155104
2025-01-20,155.5,1192990
2025-01-21,158.5,2227355
2025-01-22,161.5,1355969
2025-02-03,157.5,1098081
2025-02-04,159.5,845621
2025-02-05,160.0,1179358
2025-02-06,157.5,621759
2025-02-07,159.5,820010
2025-02-10,158.0,473529
2025-02-11,157.5,439888
2025-02-12,157.5,447032
2025-02-13,161.5,1504780
2025-02-14,159.5,910598
2025-02-17,160.0,894165
2025-02-18,162.5,715018
2025-02-19,161.5,660323
2025-02-20,160.5,650634
2025-02-21,162.0,517802
2025-02-24,163.0,650268
2025-02-25,163.0,1042397
2025-02-26,166.0,2186188
2025-02-27,168.0,2241995
2025-03-03,166.0,1266769
2025-03-04,166.0,828159
2025-03-05,165.0,687611
2025-03-06,164.5,681383
2025-03-07,163.5,748375
2025-03-10,166.0,1600042
2025-03-11,165.0,2654493
2025-03-12,162.5,744455
2025-03-13,159.5,1112748
2025-03-14,163.0,1477795
2025-03-17,162.5,1376686
2025-03-18,165.5,1962139
2025-03-19,160.0,1404146
2025-03-20,159.5,744253
2025-03-21,161.5,1578704
2025-03-24,158.5,1316880
2025-03-25,156.5,898128
2025-03-26,156.5,480426
2025-03-27,156.5,397533
2025-03-28,153.5,895657
2025-03-31,147.0,1593224
2025-04-01,152.5,887002
2025-04-02,151.0,369827
2025-04-07,139.0,3407264
2025-04-08,147.0,3071628
2025-04-09,134.5,5343088
2025-04-10,146.5,1987272
2025-04-11,146.0,1306572
2025-04-14,149.5,1227731
2025-04-15,154.0,1352199
2025-04-16,154.0,1297802
2025-04-17,151.0,819314
2025-04-18,155.5,1476202
2025-04-21,153.0,582818
2025-04-22,152.0,717322
2025-04-23,152.0,1384591
2025-04-24,151.0,567959
2025-04-25,151.5,1954565
2025-04-28,151.0,446469
2025-04-29,150.5,627923
2025-04-30,154.0,826548
2025-05-02,155.5,695130
2025-05-05,154.0,1160832
2025-05-06,153.0,892629
2025-05-07,155.0,1158481
2025-05-08,156.5,541999
2025-05-09,157.0,622682
2025-05-12,152.0,1587843
2025-05-13,154.0,1144031
2025-05-14,153.0,1433738
2025-05-15,151.5,661715
2025-05-16,153.5,356141
2025-05-19,153.0,685056
2025-05-20,152.0,470092
2025-05-21,152.0,624614
2025-05-22,151.5,654503
2025-05-23,151.0,211825
2025-05-26,150.5,806712
2025-05-27,149.5,1183522
2025-05-28,149.0,642495
2025-05-29,147.0,832984
2025-06-02,147.0,530217
2025-06-03,148.5,411938
2025-06-04,150.5,504039
2025-06-05,150.5,597933
2025-06-06,151.0,277373
2025-06-09,152.0,592865
2025-06-10,154.0,634813
2025-06-11,154.0,983636
2025-06-12,154.0,1391181
2025-06-13,154.0,1196254
2025-06-16,159.0,2319425
2025-06-17,158.5,1554846
2025-06-18,160.0,1136836
2025-06-19,160.0,1358598
2025-06-20,160.5,1482480
2025-06-23,160.0,1439496
2025-06-24,161.5,1450696
2025-06-25,161.0,1497497
2025-06-26,160.0,1598009
2025-06-27,159.0,1609369
2025-06-30,158.0,1076716
2025-07-01,157.5,1293632
2025-07-02,151.5,1889602
2025-07-03,156.5,2016820
2025-07-04,154.0,768122
2025-07-07,155.5,1213248
2025-07-08,152.5,1030843
2025-07-09,152.5,804098
2025-07-10,151.0,816157
2025-07-11,151.5,546385
2025-07-14,152.0,372410
2025-07-15,153.0,480796
2025-07-16,150.0,1290728
2025-07-17,151.0,809071
2025-07-18,149.0,940443
2025-07-21,149.5,865687
2025-07-22,148.0,546128
2025-07-23,151.5,1089756
2025-07-24,151.5,811010
2025-07-25,151.0,465280
2025-07-28,149.5,433315
2025-07-29,148.5,674107
2025-07-30,148.5,436303
2025-07-31,146.5,844194
2025-08-01,146.0,990513
2025-08-04,144.0,1212826
2025-08-05,144.5,789171
2025-08-06,144.0,825915
2025-08-07,143.5,898280
2025-08-08,143.0,1163817
2025-08-11,141.0,1787742
2025-08-12,141.0,949600
2025-08-13,139.5,2088522
2025-08-14,139.5,2522784
2025-08-15,140.0,1418658
2025-08-18,140.5,882813
2025-08-19,139.0,550597
2025-08-20,138.0,1412932
2025-08-21,138.5,934280
2025-08-22,139.5,896782
2025-08-25,139.5,535653
2025-08-26,139.0,735544
2025-08-27,139.0,387585
2025-08-28,138.0,1095918
2025-08-29,138.5,555351
2025-09-01,136.0,1608294
2025-09-02,134.0,1228775
2025-09-03,133.0,1319133
2025-09-04,133.5,1093553
2025-09-05,133.5,1287939
2025-09-08,132.5,1154295
2025-09-09,132.0,1143799
2025-09-10,132.5,1072032
