date,close,Trading_Volume
2024-11-01,32.1,15523104
2024-11-04,32.45,10838367
2024-11-05,32.55,7579945
2024-11-06,32.05,6635440
2024-11-07,31.95,8858869
2024-11-08,31.9,5782501
2024-11-11,32.25,8687599
2024-11-12,32.45,23133880
2024-11-13,32.45,18234486
2024-11-14,32.35,16628243
2024-11-15,33.15,29762494
2024-11-18,33.25,19396963
2024-11-19,33.5,13475094
2024-11-20,33.5,13091743
2024-11-21,33.2,10004871
2024-11-22,33.35,7604258
2024-11-25,33.9,43141500
2024-11-26,33.8,13835070
2024-11-27,33.4,9759509
2024-11-28,33.4,11774034
2024-11-29,33.5,15250114
2024-12-02,33.3,10476900
2024-12-03,33.8,12935083
2024-12-04,33.8,10581865
2024-12-05,33.6,7320912
2024-12-06,33.7,4995779
2024-12-09,33.55,6516645
2024-12-10,33.15,11409182
2024-12-11,33.3,14176693
2024-12-12,33.2,9140091
2024-12-13,32.8,9531789
2024-12-16,32.45,14011531
2024-12-17,32.35,14627848
2024-12-18,32.5,9915516
2024-12-19,32.2,9310935
2024-12-20,31.85,19497141
2024-12-23,32.25,7378440
2024-12-24,32.25,5048211
2024-12-25,32.25,4397085
2024-12-26,32.1,4885350
2024-12-27,31.9,7247011
2024-12-30,31.7,8245898
2024-12-31,31.7,11303042
2025-01-02,31.6,8238627
2025-01-03,31.5,5779174
2025-01-06,31.85,7032992
2025-01-07,31.5,7580311
2025-01-08,31.45,6534210
2025-01-09,30.8,17752646
2025-01-10,30.25,19537164
2025-01-13,30.5,17382646
2025-01-14,30.6,7250709
2025-01-15,30.8,8081174
2025-01-16,30.95,10410502
2025-01-17,31.7,15983898
2025-01-20,31.85,9974138
2025-01-21,31.8,6217590
2025-01-22,31.85,10715241
2025-02-03,31.75,13740952
2025-02-04,31.25,10498950
2025-02-05,31.1,9988841
2025-02-06,31.5,8634053
2025-02-07,31.2,6147195
2025-02-10,31.15,7647126
2025-02-11,31.5,8717703
2025-02-12,31.9,10439312
2025-02-13,33.45,38137717
2025-02-14,33.05,23428459
2025-02-17,33.5,25401116
2025-02-18,33.45,19118959
2025-02-19,33.05,15933176
2025-02-20,33.95,44566035
2025-02-21,34.2,24967850
2025-02-24,34.0,21561142
2025-02-25,34.95,57322068
2025-02-26,35.25,35394831
2025-02-27,35.1,34165236
2025-03-03,35.0,29317359
2025-03-04,34.6,32792625
2025-03-05,35.15,27308657
2025-03-06,34.8,17175959
2025-03-07,34.5,14426734
2025-03-10,34.75,13725006
2025-03-11,34.8,26911459
2025-03-12,34.5,22178529
2025-03-13,33.4,41559442
2025-03-14,33.85,18705037
2025-03-17,33.7,11825270
2025-03-18,33.6,11735070
2025-03-19,33.65,14631293
2025-03-20,33.7,11270799
2025-03-21,33.5,18742058
2025-03-24,33.15,35223581
2025-03-25,32.8,12203571
2025-03-26,33.05,15013417
2025-03-27,33.25,13268952
2025-03-28,32.85,14152561
2025-03-31,32.05,30183846
2025-04-01,32.4,13189116
2025-04-02,32.4,7749227
2025-04-07,29.8,118749437
2025-04-08,29.65,73115113
2025-04-09,28.5,45183260
2025-04-10,30.75,48104987
2025-04-11,30.0,32259026
2025-04-14,29.9,21859144
2025-04-15,29.9,15574436
2025-04-16,29.5,19273515
2025-04-17,29.35,13681757
2025-04-18,28.95,20365384
2025-04-21,28.7,12675663
2025-04-22,28.6,14504369
2025-04-23,29.25,10876875
2025-04-24,29.25,8902268
2025-04-25,29.35,10776078
2025-04-28,29.35,6581950
2025-04-29,29.5,10558420
2025-04-30,29.65,15383155
2025-05-02,29.95,12364287
2025-05-05,30.6,26935355
2025-05-06,30.55,13820764
2025-05-07,30.85,14306874
2025-05-08,30.55,8641740
2025-05-09,30.75,8838028
2025-05-12,31.2,8175754
2025-05-13,31.1,10264322
2025-05-14,30.35,33711861
2025-05-15,30.1,9813620
2025-05-16,30.1,13229790
2025-05-19,29.8,19015004
2025-05-20,30.15,13705767
2025-05-21,30.3,22391564
2025-05-22,30.0,27968889
2025-05-23,29.75,25553974
2025-05-26,29.85,44305503
2025-05-27,29.35,54582542
2025-05-28,29.1,58463135
2025-05-29,29.35,91798136
2025-06-02,27.7,93266178
2025-06-03,26.85,107474363
2025-06-04,27.0,105846758
2025-06-05,27.5,108113911
2025-06-06,27.55,15721473
2025-06-09,27.2,14225266
2025-06-10,27.15,13976433
2025-06-11,27.3,17955808
2025-06-12,27.05,9954901
2025-06-13,26.9,17565703
2025-06-16,26.8,19409019
2025-06-17,26.75,17238007
2025-06-18,26.5,21396334
2025-06-19,26.05,25906906
2025-06-20,25.5,33900315
2025-06-23,25.1,23802814
2025-06-24,25.75,16916612
2025-06-25,25.7,11763685
2025-06-26,25.8,16521929
2025-06-27,26.2,17125138
2025-06-30,25.5,21430048
2025-07-01,26.15,54915619
2025-07-02,25.25,21251256
2025-07-03,25.35,13115130
2025-07-04,25.0,16588626
2025-07-07,24.85,14205951
2025-07-08,24.35,27641539
2025-07-09,24.1,14566482
2025-07-10,24.0,22398935
2025-07-11,23.65,20826432
2025-07-14,23.4,33001113
2025-07-15,23.35,36850205
2025-07-16,23.0,23019241
2025-07-17,23.65,22360694
2025-07-18,23.45,18792503
2025-07-21,23.45,16465609
2025-07-22,23.75,41964963
2025-07-23,24.5,32402534
2025-07-24,24.2,17212975
2025-07-25,24.2,10082644
2025-07-28,24.45,16384729
2025-07-29,24.1,14288123
2025-07-30,24.85,22394290
2025-07-31,24.3,16961942
2025-08-01,24.15,11575724
2025-08-04,24.15,14124654
2025-08-05,24.45,12711519
2025-08-06,24.35,6790212
2025-08-07,24.3,7354770
2025-08-08,24.35,9677836
2025-08-11,24.6,15471976
2025-08-12,24.75,15715129
2025-08-13,0.0,0
2025-08-14,23.8,73515862
2025-08-15,23.7,35558069
2025-08-18,23.9,38172033
2025-08-19,23.3,38577907
2025-08-20,23.35,30283028
2025-08-21,23.2,29698001
2025-08-22,23.1,39143289
2025-08-25,23.3,23852714
2025-08-26,23.1,38543601
2025-08-27,23.0,20760816
2025-08-28,22.8,27213030
2025-08-29,22.45,41530248
2025-09-01,22.35,19170872
2025-09-02,22.1,26563110
2025-09-03,22.35,16378731
2025-09-04,22.65,18286009
2025-09-05,22.65,12688197
2025-09-08,22.3,35223119
2025-09-09,22.4,36296148
2025-09-10,22.95,45743034
2025-09-11,22.3,32677659
2025-09-12,22.35,27808628
2025-09-15,22.35,19014937
2025-09-16,22.25,13490117
2025-09-17,22.2,24236146
2025-09-18,22.2,21563887
2025-09-19,23.35,189463031
2025-09-22,24.6,144904986
2025-09-23,23.75,66096545
