date,close,Trading_Volume
2024-11-01,133.5,293955
2024-11-04,135.0,103469
2024-11-05,134.0,70995
2024-11-06,134.0,124871
2024-11-07,134.5,115287
2024-11-08,133.0,225033
2024-11-11,135.0,329590
2024-11-12,125.0,922956
2024-11-13,124.0,159247
2024-11-14,125.5,297592
2024-11-15,125.5,197284
2024-11-18,127.5,154093
2024-11-19,127.0,191201
2024-11-20,125.0,79956
2024-11-21,125.5,132490
2024-11-22,126.0,136229
2024-11-25,126.5,262720
2024-11-26,126.5,104785
2024-11-27,126.0,121582
2024-11-28,124.0,338118
2024-11-29,124.0,89760
2024-12-02,123.0,108052
2024-12-03,124.5,93662
2024-12-04,124.5,132475
2024-12-05,124.5,240045
2024-12-06,125.0,114899
2024-12-09,123.0,350460
2024-12-10,123.0,165036
2024-12-11,126.5,323313
2024-12-12,126.5,112868
2024-12-13,127.0,61964
2024-12-16,127.0,79865
2024-12-17,125.0,130176
2024-12-18,126.0,60765
2024-12-19,124.0,68437
2024-12-20,122.5,180461
2024-12-23,123.0,56279
2024-12-24,122.0,126013
2024-12-25,122.5,69418
2024-12-26,122.5,36104
2024-12-27,122.5,43411
2024-12-30,121.5,95445
2024-12-31,119.5,187521
2025-01-02,118.5,128116
2025-01-03,117.5,105053
2025-01-06,119.5,96831
2025-01-07,118.5,66808
2025-01-08,118.5,49509
2025-01-09,116.5,117546
2025-01-10,117.5,95575
2025-01-13,118.0,179811
2025-01-14,123.5,213034
2025-01-15,122.0,68649
2025-01-16,125.0,141051
2025-01-17,123.0,47322
2025-01-20,125.0,62560
2025-01-21,125.0,48248
2025-01-22,127.0,95611
2025-02-03,123.5,98823
2025-02-04,123.0,47093
2025-02-05,122.0,208614
2025-02-06,123.0,622291
2025-02-07,121.5,185458
2025-02-10,120.5,177954
2025-02-11,119.5,320371
2025-02-12,119.5,273802
2025-02-13,119.5,624011
2025-02-14,124.0,315135
2025-02-17,127.0,488957
2025-02-18,125.5,120921
2025-02-19,126.0,110872
2025-02-20,125.0,98287
2025-02-21,126.5,220186
2025-02-24,128.0,250301
2025-02-25,127.0,125756
2025-02-26,127.5,48147
2025-02-27,126.5,78468
2025-03-03,126.0,53251
2025-03-04,125.5,87054
2025-03-05,129.5,530576
2025-03-06,127.5,309643
2025-03-07,126.0,73037
2025-03-10,127.0,75839
2025-03-11,127.5,302107
2025-03-12,126.0,179921
2025-03-13,122.0,293338
2025-03-14,123.0,220023
2025-03-17,125.0,141561
2025-03-18,124.0,60788
2025-03-19,122.5,80059
2025-03-20,122.5,78173
2025-03-21,122.0,89232
2025-03-24,120.0,112569
2025-03-25,120.0,68658
2025-03-26,120.0,40219
2025-03-27,119.0,74764
2025-03-28,114.5,462681
2025-03-31,112.0,397873
2025-04-01,113.0,132366
2025-04-02,113.0,35363
2025-04-07,102.0,67305
2025-04-08,91.8,619908
2025-04-09,82.7,925293
2025-04-10,90.9,634218
2025-04-11,89.0,626394
2025-04-14,90.5,415017
2025-04-15,95.4,166095
2025-04-16,95.1,209186
2025-04-17,93.4,144079
2025-04-18,94.1,73283
2025-04-21,91.3,156346
2025-04-22,91.3,70932
2025-04-23,93.7,159632
2025-04-24,94.2,83836
2025-04-25,94.9,175239
