date,close,Trading_Volume
2024-11-01,153.5,140342
2024-11-04,153.0,77813
2024-11-05,154.0,12468
2024-11-06,153.5,74271
2024-11-07,152.5,123412
2024-11-08,152.0,85879
2024-11-11,151.5,132595
2024-11-12,148.0,482205
2024-11-13,148.0,201195
2024-11-14,146.0,396404
2024-11-15,148.0,76435
2024-11-18,147.0,104980
2024-11-19,148.0,69502
2024-11-20,148.0,79960
2024-11-21,149.0,88052
2024-11-22,149.0,84501
2024-11-25,147.5,719865
2024-11-26,147.5,86139
2024-11-27,146.0,140170
2024-11-28,145.5,107408
2024-11-29,147.5,49686
2024-12-02,147.5,70294
2024-12-03,147.0,77890
2024-12-04,148.0,77856
2024-12-05,148.5,132000
2024-12-06,148.0,115065
2024-12-09,150.5,175427
2024-12-10,149.5,145822
2024-12-11,150.5,62853
2024-12-12,150.0,97180
2024-12-13,149.0,87619
2024-12-16,151.0,182797
2024-12-17,150.0,68644
2024-12-18,150.0,79599
2024-12-19,147.0,133340
2024-12-20,146.0,64235
2024-12-23,146.5,84101
2024-12-24,146.5,66677
2024-12-25,147.5,96497
2024-12-26,147.0,72767
2024-12-27,147.5,83130
2024-12-30,148.0,78602
2024-12-31,148.0,76245
2025-01-02,148.0,68428
2025-01-03,148.5,26320
2025-01-06,148.0,69677
2025-01-07,146.5,107316
2025-01-08,146.5,137541
2025-01-09,146.0,193393
2025-01-10,147.5,138246
2025-01-13,145.0,168680
2025-01-14,146.0,76838
2025-01-15,146.0,40415
2025-01-16,147.0,60159
2025-01-17,148.0,74716
2025-01-20,148.5,91001
2025-01-21,148.0,98565
2025-01-22,150.0,153883
2025-02-03,153.0,228680
2025-02-04,153.0,747225
2025-02-05,159.5,993633
2025-02-06,160.5,424505
2025-02-07,163.5,730411
2025-02-10,161.0,331194
2025-02-11,158.5,321011
2025-02-12,161.5,326282
2025-02-13,160.0,196035
2025-02-14,159.5,151165
2025-02-17,159.5,226666
2025-02-18,159.5,156215
2025-02-19,159.0,118487
2025-02-20,159.5,180321
2025-02-21,159.0,155555
2025-02-24,159.0,135678
2025-02-25,158.0,166900
2025-02-26,160.0,162694
2025-02-27,162.0,325897
2025-03-03,162.0,144228
2025-03-04,163.0,190437
2025-03-05,165.0,614641
2025-03-06,168.5,660607
2025-03-07,166.0,349977
2025-03-10,171.0,732199
2025-03-11,173.5,930487
2025-03-12,173.5,361902
2025-03-13,171.5,474159
2025-03-14,173.0,289991
2025-03-17,170.5,197377
2025-03-18,171.5,97958
2025-03-19,170.0,82563
2025-03-20,175.0,323490
2025-03-21,175.0,225728
2025-03-24,173.5,351518
2025-03-25,171.0,377952
2025-03-26,170.0,92123
2025-03-27,172.5,230078
2025-03-28,177.0,617710
2025-03-31,171.5,520431
2025-04-01,180.0,958823
2025-04-02,181.0,641291
2025-04-07,168.5,728768
2025-04-08,170.0,1451558
2025-04-09,165.5,1359941
2025-04-10,177.0,1447538
2025-04-11,182.5,1334837
2025-04-14,181.5,2350041
2025-04-15,184.0,929317
2025-04-16,191.0,1578783
2025-04-17,185.0,966810
2025-04-18,184.5,502839
2025-04-21,179.0,645065
2025-04-22,176.0,473148
2025-04-23,185.5,1686638
2025-04-24,179.0,981134
2025-04-25,181.5,503833
2025-04-28,180.5,564373
2025-04-29,183.5,623278
2025-04-30,182.5,274843
2025-05-02,190.0,1012185
2025-05-05,186.0,702986
2025-05-06,189.0,888619
2025-05-07,183.5,834392
2025-05-08,197.5,2708082
2025-05-09,195.5,881811
2025-05-12,189.5,1039668
2025-05-13,189.5,644740
2025-05-14,185.0,1035293
2025-05-15,186.5,389296
2025-05-16,190.0,934140
2025-05-19,196.5,1120382
2025-05-20,197.0,981913
2025-05-21,196.5,448368
2025-05-22,200.0,404357
2025-05-23,198.0,291934
2025-05-26,194.5,469600
2025-05-27,195.5,341421
2025-05-28,193.0,293954
2025-05-29,198.0,365784
2025-06-02,192.0,386821
2025-06-03,194.0,333932
2025-06-04,188.0,801290
2025-06-05,190.0,402580
2025-06-06,180.5,1238147
2025-06-09,180.0,406726
2025-06-10,178.5,349101
2025-06-11,178.0,563088
