date,close,Trading_Volume
2024-11-01,68.6,168647
2024-11-04,67.3,163908
2024-11-05,67.0,78758
2024-11-06,68.2,25370
2024-11-07,69.6,36742
2024-11-08,72.0,214109
2024-11-11,73.0,176138
2024-11-12,73.7,73207
2024-11-13,74.0,134677
2024-11-14,81.0,369431
2024-11-15,81.2,390950
2024-11-18,82.2,182104
2024-11-19,82.0,210930
2024-11-20,82.2,140736
2024-11-21,82.7,219931
2024-11-22,87.3,481132
2024-11-25,90.3,194669
2024-11-26,91.5,214289
2024-11-27,86.5,1051173
2024-11-28,88.2,326263
2024-11-29,92.6,103708
2024-12-02,96.5,134217
2024-12-03,100.0,300768
2024-12-04,107.5,378627
2024-12-05,105.0,324723
2024-12-06,115.0,305327
2024-12-09,115.0,360386
2024-12-10,121.0,368178
2024-12-11,124.5,422518
2024-12-12,121.0,621815
2024-12-13,112.0,549959
2024-12-16,121.0,478274
2024-12-17,122.5,189412
2024-12-18,121.5,135878
2024-12-19,119.5,139242
2024-12-20,119.0,138738
2024-12-23,118.0,80697
2024-12-24,118.5,70151
2024-12-25,119.5,253439
2024-12-26,120.5,163711
2024-12-27,127.5,737333
2024-12-30,137.0,782985
2024-12-31,130.0,542840
2025-01-02,131.5,401685
2025-01-03,130.0,168823
2025-01-06,130.0,371336
2025-01-07,139.5,883540
2025-01-08,137.0,658642
2025-01-09,134.5,205565
2025-01-10,125.5,478134
2025-01-13,126.5,255310
2025-01-14,128.5,127488
2025-01-15,126.5,85997
2025-01-16,128.0,74690
2025-01-17,127.0,65288
2025-01-20,127.5,57054
2025-01-21,130.0,129925
2025-01-22,132.0,309818
2025-02-03,134.0,270104
2025-02-04,132.0,222117
2025-02-05,129.5,203629
2025-02-06,131.5,254550
2025-02-07,134.5,361307
2025-02-10,128.5,158074
2025-02-11,130.5,790413
2025-02-12,127.5,738122
2025-02-13,124.0,144474
2025-02-14,117.0,338541
2025-02-17,105.5,381625
2025-02-18,105.5,748603
2025-02-19,106.0,138584
2025-02-20,106.0,72484
2025-02-21,106.0,44228
2025-02-24,105.0,25913
2025-02-25,106.0,56747
2025-02-26,104.0,42612
2025-02-27,106.0,47244
2025-03-03,105.5,99054
