date,close,Trading_Volume
2024-11-01,109.0,114554
2024-11-04,108.5,35006
2024-11-05,110.5,97258
2024-11-06,110.0,27188
2024-11-07,112.5,79492
2024-11-08,111.0,61375
2024-11-11,108.0,91676
2024-11-12,103.5,305167
2024-11-13,103.5,75284
2024-11-14,105.5,124751
2024-11-15,104.0,94014
2024-11-18,101.5,66268
2024-11-19,102.0,49757
2024-11-20,102.5,56574
2024-11-21,102.5,51277
2024-11-22,103.5,52506
2024-11-25,105.5,172160
2024-11-26,105.5,26009
2024-11-27,103.0,53650
2024-11-28,102.0,193499
2024-11-29,103.5,32071
2024-12-02,103.5,28947
2024-12-03,104.5,30240
2024-12-04,104.5,23541
2024-12-05,104.0,29880
2024-12-06,104.5,24200
2024-12-09,104.0,46200
2024-12-10,106.5,96659
2024-12-11,106.5,42341
2024-12-12,105.5,50631
2024-12-13,104.5,24500
2024-12-16,105.0,23930
2024-12-17,104.5,45300
2024-12-18,104.5,26250
2024-12-19,103.5,35120
2024-12-20,104.5,43287
2024-12-23,105.0,20545
2024-12-24,104.0,43149
2024-12-25,103.5,34066
2024-12-26,103.0,24264
2024-12-27,103.5,76201
2024-12-30,103.0,16030
2024-12-31,106.0,141667
2025-01-02,105.0,119623
2025-01-03,104.0,71771
2025-01-06,104.0,29146
2025-01-07,104.0,27113
2025-01-08,100.5,226353
2025-01-09,97.2,471404
2025-01-10,94.3,353780
2025-01-13,92.3,309622
2025-01-14,95.1,42447
2025-01-15,91.5,177117
2025-01-16,94.0,257066
2025-01-17,94.0,90840
2025-01-20,97.9,203083
2025-01-21,98.2,78270
2025-01-22,99.4,95773
2025-02-03,99.1,31170
2025-02-04,100.5,55285
2025-02-05,101.5,36228
2025-02-06,102.5,51560
2025-02-07,102.5,26001
2025-02-10,103.5,108335
2025-02-11,104.5,34545
2025-02-12,109.0,199213
2025-02-13,109.5,115897
2025-02-14,106.0,76728
2025-02-17,108.5,105338
2025-02-18,108.0,41655
2025-02-19,109.5,182800
2025-02-20,109.5,45185
2025-02-21,112.0,262989
2025-02-24,111.5,77828
2025-02-25,109.5,74719
2025-02-26,107.5,113806
2025-02-27,108.0,56001
2025-03-03,109.0,45818
2025-03-04,109.5,40520
2025-03-05,110.5,46061
2025-03-06,111.5,261812
2025-03-07,108.5,272508
2025-03-10,106.5,126749
2025-03-11,109.0,243301
2025-03-12,109.0,64271
2025-03-13,109.5,246421
2025-03-14,108.0,49128
2025-03-17,107.0,37438
2025-03-18,105.5,255373
2025-03-19,102.0,327444
2025-03-20,101.0,296095
2025-03-21,101.0,98525
2025-03-24,100.5,78847
2025-03-25,99.6,187936
2025-03-26,99.3,211245
2025-03-27,97.2,182383
2025-03-28,95.2,255911
2025-03-31,94.4,123822
2025-04-01,96.0,49471
2025-04-02,95.0,111179
2025-04-07,85.5,19371
2025-04-08,77.0,230349
2025-04-09,69.3,404047
2025-04-10,76.2,342593
2025-04-11,79.9,464566
2025-04-14,81.1,142064
2025-04-15,83.3,83782
2025-04-16,80.0,139667
2025-04-17,78.8,87158
2025-04-18,79.0,92005
2025-04-21,76.5,114645
2025-04-22,75.1,87010
2025-04-23,79.7,99963
2025-04-24,79.6,67674
2025-04-25,80.7,125287
2025-04-28,83.1,136717
2025-04-29,84.3,103901
2025-04-30,85.0,149129
2025-05-02,84.5,156323
2025-05-05,80.7,276175
2025-05-06,81.0,66660
