date,close,Trading_Volume
2024-11-01,160.5,459352
2024-11-04,156.5,377916
2024-11-05,156.0,449369
2024-11-06,158.0,293129
2024-11-07,162.0,384065
2024-11-08,160.0,719682
2024-11-11,160.5,273317
2024-11-12,164.5,968451
2024-11-13,163.5,935840
2024-11-14,160.0,385817
2024-11-15,157.0,507684
2024-11-18,150.5,718528
2024-11-19,152.5,270098
2024-11-20,163.0,1267028
2024-11-21,179.0,6507750
2024-11-22,196.5,5980321
2024-11-25,197.0,7890722
2024-11-26,193.0,3110163
2024-11-27,178.0,4014510
2024-11-28,177.0,2215269
2024-11-29,174.5,1846529
2024-12-02,175.5,973746
2024-12-03,178.5,2601764
2024-12-04,179.0,1016330
2024-12-05,184.5,2983635
2024-12-06,178.0,1107705
2024-12-09,178.5,561067
2024-12-10,173.0,1078467
2024-12-11,177.0,680335
2024-12-12,177.0,710134
2024-12-13,180.5,888106
2024-12-16,177.5,1246466
2024-12-17,190.5,3180672
2024-12-18,209.5,7239474
2024-12-19,218.5,14974099
2024-12-20,220.5,8916348
2024-12-23,228.5,5654676
2024-12-24,251.0,5867966
2024-12-25,265.0,12302168
2024-12-26,260.0,8769156
2024-12-27,264.5,9753944
2024-12-30,267.5,10174705
2024-12-31,282.5,12780521
2025-01-02,274.0,6147430
2025-01-03,271.0,7321075
2025-01-06,270.0,4702228
2025-01-07,264.0,5033128
2025-01-08,255.5,3082326
2025-01-09,245.5,4577099
2025-01-10,234.5,2989020
2025-01-13,230.0,3491110
2025-01-14,233.0,1760220
2025-01-15,224.5,2420677
2025-01-16,227.0,1646190
2025-01-17,220.0,1373144
2025-01-20,224.0,905026
2025-01-21,224.0,1447034
2025-01-22,223.0,1092156
2025-02-03,215.0,1113664
2025-02-04,213.0,1113841
2025-02-05,225.0,3264177
2025-02-06,226.5,3362976
2025-02-07,243.0,5166891
2025-02-10,237.0,5140350
2025-02-11,241.0,4437584
2025-02-12,237.0,4166404
2025-02-13,229.5,2095978
2025-02-14,225.0,1661301
2025-02-17,235.5,2977016
2025-02-18,238.5,1629916
2025-02-19,240.0,5114583
2025-02-20,238.0,3210344
2025-02-21,240.5,2260726
2025-02-24,232.5,1474772
2025-02-25,222.5,2173920
2025-02-26,223.0,830719
2025-02-27,217.5,1350942
2025-03-03,216.5,613822
2025-03-04,222.5,1238253
2025-03-05,223.0,1210445
2025-03-06,215.0,2109470
2025-03-07,208.5,972350
2025-03-10,215.0,929381
2025-03-11,208.0,1017068
2025-03-12,213.5,744882
2025-03-13,210.0,948308
2025-03-14,212.5,501333
2025-03-17,208.5,474715
2025-03-18,210.5,318224
2025-03-19,203.5,726705
2025-03-20,207.0,384658
2025-03-21,202.5,308878
2025-03-24,196.0,795435
2025-03-25,198.5,485893
2025-03-26,198.5,375323
2025-03-27,191.0,669349
2025-03-28,185.0,1025985
2025-03-31,177.0,858725
2025-04-01,180.0,382378
2025-04-02,181.0,346399
2025-04-07,163.0,39551
2025-04-08,147.0,263477
2025-04-09,132.5,1551664
2025-04-10,145.5,190618
2025-04-11,145.0,804924
2025-04-14,146.0,977984
2025-04-15,155.5,1012622
2025-04-16,150.0,672413
2025-04-17,150.5,432613
2025-04-18,161.0,2432808
2025-04-21,152.5,2937268
2025-04-22,149.5,1202560
2025-04-23,157.5,908321
2025-04-24,158.0,967606
2025-04-25,160.0,740311
2025-04-28,163.0,534363
2025-04-29,178.0,2194858
2025-04-30,173.5,4863610
2025-05-02,174.0,1497325
2025-05-05,160.5,1598099
2025-05-06,166.0,723522
2025-05-07,163.0,340222
2025-05-08,166.5,334050
2025-05-09,164.0,1006815
2025-05-12,172.0,1925842
2025-05-13,178.0,2724032
2025-05-14,177.5,2273677
2025-05-15,176.0,1288440
2025-05-16,177.5,1780994
2025-05-19,171.5,1163596
2025-05-20,170.5,497861
2025-05-21,171.5,397561
2025-05-22,174.5,694734
2025-05-23,169.5,815028
2025-05-26,169.0,324369
2025-05-27,164.0,521093
2025-05-28,161.0,451468
2025-05-29,161.5,168990
2025-06-02,155.5,432570
2025-06-03,159.5,303047
2025-06-04,162.5,663053
2025-06-05,164.0,374987
2025-06-06,166.5,487792
2025-06-09,163.5,450288
2025-06-10,165.0,316253
2025-06-11,167.0,281344
2025-06-12,171.0,877273
2025-06-13,166.0,720461
2025-06-16,169.0,472408
2025-06-17,170.5,534506
2025-06-18,174.5,788363
2025-06-19,172.0,548239
2025-06-20,171.5,372528
2025-06-23,182.0,1980016
2025-06-24,179.0,2522584
2025-06-25,180.0,834591
2025-06-26,198.0,3826241
2025-06-27,196.0,8991715
2025-06-30,182.0,3148548
2025-07-01,180.5,1029124
2025-07-02,184.5,701429
2025-07-03,185.0,643953
2025-07-04,184.0,538457
2025-07-07,184.5,397939
2025-07-08,180.5,530858
2025-07-09,183.0,327534
2025-07-10,182.0,591977
2025-07-11,183.0,290549
2025-07-14,180.5,242572
2025-07-15,183.0,602803
2025-07-16,182.5,298552
2025-07-17,185.5,479590
2025-07-18,193.5,2075737
2025-07-21,194.0,702451
2025-07-22,188.0,883000
2025-07-23,189.5,740526
2025-07-24,189.0,381482
2025-07-25,184.0,726990
2025-07-28,181.0,768591
2025-07-29,179.0,837033
2025-07-30,175.5,481824
2025-07-31,180.0,1026168
2025-08-01,188.0,1636545
2025-08-04,187.0,715420
2025-08-05,186.5,827057
2025-08-06,187.0,652493
2025-08-07,201.0,2983084
2025-08-08,207.0,2972745
2025-08-11,211.0,3866553
2025-08-12,214.5,2923921
2025-08-13,226.0,4880543
2025-08-14,224.5,2239451
2025-08-15,246.5,5815648
2025-08-18,243.5,5304702
2025-08-19,243.0,3245303
2025-08-20,246.0,4527811
2025-08-21,248.0,2664977
2025-08-22,240.5,2180980
2025-08-25,264.5,5672901
2025-08-26,266.5,3434108
2025-08-27,267.5,1919375
2025-08-28,262.0,2585969
2025-08-29,255.0,1670833
2025-09-01,238.0,4329973
2025-09-02,223.0,2648022
2025-09-03,226.0,1975580
2025-09-04,229.5,2043967
2025-09-05,235.5,2397358
2025-09-08,235.0,1493886
2025-09-09,232.0,1159779
2025-09-10,226.5,1541532
2025-09-11,219.5,1684070
2025-09-12,216.5,755999
2025-09-15,213.5,770452
2025-09-16,212.5,812064
2025-09-17,212.0,1143881
2025-09-18,219.0,1009306
2025-09-19,220.0,607858
2025-09-22,221.0,1255362
2025-09-23,217.0,876445
2025-09-24,219.0,921070
2025-09-25,212.5,1048785
2025-09-26,202.5,995017
2025-09-30,201.5,970840
2025-10-01,203.0,346884
2025-10-02,199.0,569264
2025-10-03,198.5,339886
2025-10-07,204.0,615321
2025-10-08,203.0,221429
2025-10-09,202.5,333223
2025-10-13,202.0,1140898
2025-10-14,195.0,769745
2025-10-15,214.5,2143323
2025-10-16,228.5,4155609
2025-10-17,218.0,1424387
2025-10-20,223.0,1323889
2025-10-21,227.0,2777652
2025-10-22,220.0,1553612
2025-10-23,211.0,1092791
2025-10-27,210.0,652305
2025-10-28,202.0,1241407
2025-10-29,202.0,403116
2025-10-30,196.0,1472186
2025-10-31,201.5,1151598
2025-11-03,205.5,588398
2025-11-04,203.0,889296
2025-11-05,203.5,717675
2025-11-06,206.5,1246966
2025-11-07,206.5,627710
2025-11-10,203.5,491744
2025-11-11,198.0,593354
2025-11-12,210.0,1369921
2025-11-13,214.5,931851
2025-11-14,200.5,1550970
2025-11-17,192.5,1007199
2025-11-18,184.5,1137557
2025-11-19,194.5,918282
2025-11-20,197.0,869907
2025-11-21,188.0,897067
2025-11-24,188.5,328043
2025-11-25,196.0,428312
2025-11-26,198.5,516152
2025-11-27,197.5,353860
2025-11-28,197.0,269964
2025-12-01,192.5,257398
2025-12-02,190.0,171243
2025-12-03,190.0,145902
2025-12-04,192.0,900786
2025-12-05,195.0,2086058
2025-12-08,195.5,352908
2025-12-09,191.0,426236
2025-12-10,189.5,386770
2025-12-11,187.5,329982
2025-12-12,187.5,287382
2025-12-15,186.0,199358
2025-12-16,184.5,427114
2025-12-17,185.5,332625
2025-12-18,181.5,463900
2025-12-19,185.0,472009
2025-12-22,189.0,238676
2025-12-23,195.0,589033
2025-12-24,202.0,929618
2025-12-26,209.5,1139849
2025-12-29,219.0,2154026
2025-12-30,216.5,800264
2025-12-31,219.0,659024
2026-01-02,225.5,1592074
2026-01-05,218.5,1114715
2026-01-06,211.0,1079774
2026-01-07,209.0,710079
2026-01-08,208.0,731273
2026-01-09,209.0,622610
2026-01-12,220.0,1986437
