date,close,Trading_Volume
2024-11-01,188.0,4379884
2024-11-04,189.0,2281975
2024-11-05,190.0,1685940
2024-11-06,188.5,4354427
2024-11-07,188.5,4165721
2024-11-08,181.5,11968389
2024-11-11,180.0,5455689
2024-11-12,172.5,8333257
2024-11-13,177.5,6391900
2024-11-14,180.0,6944584
2024-11-15,182.0,8744397
2024-11-18,176.5,3510056
2024-11-19,177.5,1981392
2024-11-20,175.5,2573958
2024-11-21,188.5,10251858
2024-11-22,191.0,13446388
2024-11-25,193.0,5795085
2024-11-26,191.0,5632876
2024-11-27,186.5,2820261
2024-11-28,183.5,3582657
2024-11-29,185.5,2463540
2024-12-02,191.5,4255597
2024-12-03,192.0,4673292
2024-12-04,197.0,5881431
2024-12-05,197.0,8518378
2024-12-06,194.5,3506140
2024-12-09,204.0,9735015
2024-12-10,203.0,3911700
2024-12-11,218.0,23085916
2024-12-12,220.5,34558276
2024-12-13,232.0,31375990
2024-12-16,240.5,47110820
2024-12-17,234.0,25335092
2024-12-18,236.5,15732304
2024-12-19,230.5,14501014
2024-12-20,230.5,13017715
2024-12-23,231.0,9812242
2024-12-24,225.5,8999663
2024-12-25,233.5,11491402
2024-12-26,235.5,11454371
2024-12-27,244.5,19820596
2024-12-30,240.5,13104693
2024-12-31,241.5,4850304
2025-01-02,238.0,9779255
2025-01-03,237.0,5778824
2025-01-06,236.0,9229501
2025-01-07,235.0,4490753
2025-01-08,233.5,4336557
2025-01-09,231.5,16426012
2025-01-10,226.0,15821191
2025-01-13,203.5,20656491
2025-01-14,208.5,16686269
2025-01-15,204.0,10227653
2025-01-16,204.5,6793846
2025-01-17,212.0,11997353
2025-01-20,220.0,6873750
2025-01-21,219.0,5970502
2025-01-22,223.0,7452882
2025-02-03,214.0,9360675
2025-02-04,216.0,5762420
2025-02-05,218.0,5843066
2025-02-06,218.5,3505793
2025-02-07,228.0,9774800
2025-02-10,222.0,3968470
2025-02-11,220.5,5049793
2025-02-12,220.5,3545981
2025-02-13,226.5,4172595
2025-02-14,226.0,3440270
2025-02-17,225.0,5672604
2025-02-18,236.5,14619726
2025-02-19,240.5,10646462
2025-02-20,232.0,6890927
2025-02-21,235.0,3538684
2025-02-24,223.5,7791754
2025-02-25,216.5,6843975
2025-02-26,222.0,6016974
2025-02-27,222.0,4013673
2025-03-03,217.0,3663117
2025-03-04,222.5,3459130
2025-03-05,224.0,3083954
2025-03-06,228.0,9259545
2025-03-07,228.0,6184497
2025-03-10,220.0,7262562
2025-03-11,209.0,9232091
2025-03-12,217.0,12551268
2025-03-13,217.0,4633541
2025-03-14,216.5,8045436
2025-03-17,221.0,4110800
2025-03-18,223.0,8726429
2025-03-19,216.0,6084145
2025-03-20,219.5,3983941
2025-03-21,222.5,3295985
2025-03-24,214.0,4675749
2025-03-25,216.5,2469099
2025-03-26,219.0,1643782
2025-03-27,218.0,2129199
2025-03-28,211.5,7051353
2025-03-31,201.0,6548713
2025-04-01,199.0,10236963
2025-04-02,195.0,5463727
2025-04-07,175.5,228094
2025-04-08,158.0,1089069
2025-04-09,142.5,8507963
2025-04-10,156.5,2304465
2025-04-11,171.0,18051072
2025-04-14,180.5,11737668
2025-04-15,192.0,9233060
2025-04-16,183.0,7500355
2025-04-17,183.5,4688043
2025-04-18,184.5,5384507
2025-04-21,185.0,4607326
2025-04-22,178.0,6423860
2025-04-23,193.5,6755532
2025-04-24,189.5,6865695
2025-04-25,195.0,10447274
2025-04-28,192.5,5826146
2025-04-29,198.5,5719682
2025-04-30,191.5,4417980
2025-05-02,209.5,11415036
2025-05-05,216.0,12013303
2025-05-06,221.0,10825444
2025-05-07,214.5,7511539
2025-05-08,224.0,9069329
2025-05-09,226.0,7611361
2025-05-12,230.0,16299557
2025-05-13,224.0,13366105
2025-05-14,226.0,9569547
2025-05-15,229.5,10149662
2025-05-16,225.5,4434315
2025-05-19,220.5,4927238
2025-05-20,222.0,3974260
2025-05-21,244.0,25266033
2025-05-22,250.0,36426960
2025-05-23,243.5,13465177
2025-05-26,243.0,16818279
2025-05-27,243.5,12043183
2025-05-28,246.5,15341379
2025-05-29,260.0,29753986
2025-06-02,255.0,15918835
2025-06-03,268.5,23933500
2025-06-04,268.0,17428848
2025-06-05,279.0,14648244
2025-06-06,270.5,12510020
2025-06-09,278.5,14979575
2025-06-10,281.5,12356910
2025-06-11,282.5,10621429
2025-06-12,278.5,7648866
2025-06-13,278.0,10426046
2025-06-16,279.5,5414420
2025-06-17,269.0,13015921
2025-06-18,263.5,13653320
2025-06-19,264.0,9425114
2025-06-20,266.5,7424003
2025-06-23,269.5,6637177
2025-06-24,274.0,9903457
2025-06-25,272.0,7485239
2025-06-26,269.5,5467117
2025-06-27,276.0,6735165
2025-06-30,295.0,26899628
2025-07-01,294.5,12850352
2025-07-02,290.5,8977890
2025-07-03,290.0,7580902
2025-07-04,300.5,19594679
2025-07-07,298.0,8693519
2025-07-08,315.5,24115431
2025-07-09,323.0,19154002
2025-07-10,314.0,13881309
2025-07-11,310.5,11320519
2025-07-14,310.0,12679766
2025-07-15,320.0,12100479
2025-07-16,317.5,9858334
2025-07-17,319.5,6433490
2025-07-18,330.0,13043645
2025-07-21,332.5,10818111
2025-07-22,326.5,18218534
2025-07-23,326.5,7099636
2025-07-24,331.0,14480370
2025-07-25,337.5,6313307
2025-07-28,345.0,9005897
2025-07-29,349.5,8279832
2025-07-30,353.5,9535871
2025-07-31,374.5,14847173
2025-08-01,378.0,15003505
2025-08-04,362.0,9931924
2025-08-05,366.5,11336098
2025-08-06,368.0,7012677
2025-08-07,372.0,11090348
2025-08-08,409.0,18306378
2025-08-11,440.5,20668538
2025-08-12,461.0,13752580
2025-08-13,460.0,21053529
2025-08-14,466.0,12148575
2025-08-15,465.5,9728986
2025-08-18,478.5,11951824
2025-08-19,468.0,15169177
2025-08-20,443.5,15073419
2025-08-21,449.0,10383490
2025-08-22,459.0,9334700
2025-08-25,465.5,7520960
2025-08-26,458.0,6309602
2025-08-27,476.0,12231982
2025-08-28,486.0,7062569
2025-08-29,505.0,12164015
2025-09-01,456.5,14523977
2025-09-02,435.0,16843334
2025-09-03,442.0,7602155
2025-09-04,436.5,8718267
2025-09-05,439.0,7819841
2025-09-08,449.0,5083824
2025-09-09,465.0,14825630
2025-09-10,489.0,16005007
2025-09-11,493.5,16275228
2025-09-12,487.0,9543480
2025-09-15,469.0,11261469
2025-09-16,459.0,7047704
2025-09-17,448.0,6976023
2025-09-18,443.5,9118342
2025-09-19,435.5,11125400
2025-09-22,449.5,6611521
2025-09-23,455.0,8186129
2025-09-24,459.0,6558416
2025-09-25,438.0,5829223
2025-09-26,412.5,10923659
2025-09-30,435.5,6661410
2025-10-01,435.0,6315941
2025-10-02,435.0,8366444
2025-10-03,441.5,3484607
2025-10-07,431.0,6997150
2025-10-08,435.5,4676620
2025-10-09,434.0,4006260
2025-10-13,425.5,4212805
2025-10-14,411.5,6242950
2025-10-15,413.0,4395516
2025-10-16,416.0,7375897
2025-10-17,404.0,7671825
2025-10-20,414.0,5304866
2025-10-21,420.5,3938080
2025-10-22,400.5,8294530
2025-10-23,399.0,7762219
2025-10-27,408.0,3591604
2025-10-28,422.5,5139434
2025-10-29,416.0,7625182
2025-10-30,423.5,7188447
2025-10-31,465.5,22391234
2025-11-03,493.0,26925046
2025-11-04,483.0,17072907
2025-11-05,464.5,14484325
2025-11-06,478.5,15575992
2025-11-07,464.5,8637992
2025-11-10,482.0,15674423
2025-11-11,498.5,20960999
2025-11-12,548.0,5759369
2025-11-13,567.0,25916962
2025-11-14,544.0,12361628
2025-11-17,537.0,12112596
2025-11-18,507.0,11809584
2025-11-19,522.0,14258003
2025-11-20,574.0,15605248
2025-11-21,550.0,17140179
2025-11-24,540.0,45353940
2025-11-25,594.0,21699345
2025-11-26,610.0,23847965
2025-11-27,627.0,18674852
2025-11-28,633.0,10583556
2025-12-01,622.0,17609699
2025-12-02,600.0,18231392
2025-12-03,589.0,11243508
2025-12-04,582.0,7637261
2025-12-05,596.0,10012733
2025-12-08,588.0,7528358
2025-12-09,596.0,9092648
2025-12-10,616.0,12942431
2025-12-11,603.0,9874279
2025-12-12,618.0,7432286
2025-12-15,603.0,6236566
2025-12-16,594.0,8739613
2025-12-17,586.0,7220545
2025-12-18,589.0,4251938
2025-12-19,608.0,9862253
2025-12-22,650.0,12059991
2025-12-23,651.0,6220432
2025-12-24,668.0,9860631
2025-12-26,697.0,10017525
2025-12-29,697.0,4449305
2025-12-30,692.0,4228365
2025-12-31,687.0,5219892
2026-01-02,643.0,14169480
2026-01-05,634.0,10686621
2026-01-06,662.0,7731396
2026-01-07,643.0,9058719
2026-01-08,632.0,5563641
2026-01-09,637.0,9211573
2026-01-12,666.0,10662290
2026-01-13,655.0,7142432
2026-01-14,678.0,7522917
2026-01-15,668.0,9540116
2026-01-16,677.0,6879545
2026-01-19,624.0,15681144
2026-01-20,630.0,7910123
2026-01-21,596.0,14388370
2026-01-22,626.0,8170982
2026-01-23,646.0,8955353
2026-01-26,666.0,7808831
2026-01-27,686.0,9582990
2026-01-28,720.0,14158110
2026-01-29,692.0,10227310
2026-01-30,701.0,9300155
2026-02-02,706.0,9794943
2026-02-03,755.0,11296125
2026-02-04,797.0,11067383
2026-02-05,760.0,9322180
2026-02-06,745.0,10110364
2026-02-09,797.0,7356141
2026-02-10,846.0,10837840
2026-02-11,829.0,11200192
2026-02-23,818.0,8530571
2026-02-24,833.0,6121104
2026-02-25,845.0,7582416
2026-02-26,826.0,8963475
2026-03-02,787.0,7950948
2026-03-03,766.0,7741612
2026-03-04,709.0,9464246
2026-03-05,736.0,7982705
2026-03-06,792.0,12156649
2026-03-09,761.0,11468216
2026-03-10,817.0,13502808
2026-03-11,898.0,9954146
2026-03-12,911.0,15841662
2026-03-13,935.0,12446530
2026-03-16,909.0,7395861
2026-03-17,917.0,6437561
2026-03-18,917.0,6664207
2026-03-19,1005.0,12942040
2026-03-20,988.0,25449507
2026-03-23,962.0,10072083
2026-03-24,888.0,12664417
