date,close,Trading_Volume
2024-11-01,37.0,305753
2024-11-04,36.25,199627
2024-11-05,36.6,158434
2024-11-06,36.8,131856
2024-11-07,37.25,152379
2024-11-08,37.7,383370
2024-11-11,36.95,649129
2024-11-12,37.45,227311
2024-11-13,36.9,129552
2024-11-14,36.25,387563
2024-11-15,38.7,392821
2024-11-18,38.15,237065
2024-11-19,39.1,276707
2024-11-20,39.6,275610
2024-11-21,40.65,402041
2024-11-22,40.55,306148
2024-11-25,41.25,146965
2024-11-26,41.55,301753
2024-11-27,40.8,285225
2024-11-28,40.6,191866
2024-11-29,40.6,172700
2024-12-02,41.35,292575
2024-12-03,39.9,600361
2024-12-04,40.7,320150
2024-12-05,40.35,226320
2024-12-06,41.45,167998
2024-12-09,40.85,193809
2024-12-10,41.05,147148
2024-12-11,41.55,223577
2024-12-12,41.6,101947
2024-12-13,40.65,272067
2024-12-16,41.0,140444
2024-12-17,39.25,718064
2024-12-18,40.1,233045
2024-12-19,40.65,343200
2024-12-20,39.75,581822
2024-12-23,40.35,116229
2024-12-24,40.4,85890
2024-12-25,42.0,387139
2024-12-26,41.95,224967
2024-12-27,41.95,141810
2024-12-30,43.2,643705
2024-12-31,43.1,361391
2025-01-02,43.8,434433
2025-01-03,43.45,252047
2025-01-06,43.2,495328
2025-01-07,43.2,331561
2025-01-08,42.8,356028
2025-01-09,42.5,239207
2025-01-10,40.35,969113
2025-01-13,40.55,501906
2025-01-14,40.95,105385
2025-01-15,41.65,193288
2025-01-16,40.65,250031
2025-01-17,39.9,323887
2025-01-20,40.7,212178
2025-01-21,40.85,101929
2025-01-22,40.9,87945
2025-02-03,41.15,232628
2025-02-04,40.4,211250
2025-02-05,40.6,173743
2025-02-06,41.2,151278
2025-02-07,40.55,164065
2025-02-10,41.95,372906
2025-02-11,41.9,271759
2025-02-12,41.95,226598
2025-02-13,42.6,283718
2025-02-14,43.55,265922
2025-02-17,43.75,272664
2025-02-18,43.65,410362
2025-02-19,43.8,261810
2025-02-20,44.1,247965
2025-02-21,44.4,325655
2025-02-24,44.9,484363
2025-02-25,44.9,228279
2025-02-26,43.55,481988
2025-02-27,44.1,491565
2025-03-03,44.35,232871
2025-03-04,44.65,241037
2025-03-05,44.6,579513
2025-03-06,44.3,351620
2025-03-07,44.2,241521
2025-03-10,43.0,546132
2025-03-11,41.95,595010
2025-03-12,38.0,2569630
2025-03-13,36.95,1286865
2025-03-14,36.65,598490
2025-03-17,37.35,442419
2025-03-18,38.0,362626
2025-03-19,37.05,449846
2025-03-20,37.9,426644
2025-03-21,38.65,553619
2025-03-24,38.35,345323
2025-03-25,37.65,211572
2025-03-26,37.9,103571
2025-03-27,37.9,193471
2025-03-28,37.0,360836
2025-03-31,35.05,894322
2025-04-01,35.6,233164
2025-04-02,35.1,252261
2025-04-07,31.6,50045
2025-04-08,28.45,971839
2025-04-09,25.65,1144283
2025-04-10,28.2,936734
2025-04-11,27.85,733620
2025-04-14,28.3,638203
2025-04-15,29.95,431256
2025-04-16,28.9,318166
2025-04-17,28.65,319525
2025-04-18,28.55,183275
2025-04-21,27.0,466495
2025-04-22,27.2,302615
2025-04-23,28.1,213274
2025-04-24,28.0,155836
2025-04-25,28.0,161877
2025-04-28,27.85,141596
2025-04-29,27.85,205149
2025-04-30,27.65,176821
2025-05-02,28.9,371861
2025-05-05,29.1,464359
2025-05-06,28.65,245367
2025-05-07,27.15,596109
2025-05-08,27.45,215091
2025-05-09,27.4,104548
2025-05-12,27.8,90531
2025-05-13,27.9,429112
2025-05-14,27.9,219951
2025-05-15,27.6,217415
2025-05-16,27.6,191545
2025-05-19,27.75,277565
2025-05-20,28.15,306256
2025-05-21,28.0,170577
2025-05-22,27.9,90462
2025-05-23,27.9,122222
2025-05-26,27.9,87132
2025-05-27,27.8,202742
2025-05-28,27.25,321171
2025-05-29,27.7,147029
2025-06-02,27.0,295407
2025-06-03,27.0,342404
2025-06-04,27.0,197001
2025-06-05,26.2,204686
2025-06-06,26.1,135575
2025-06-09,25.45,396591
2025-06-10,25.65,219473
2025-06-11,25.5,559506
2025-06-12,25.6,218764
2025-06-13,25.0,176107
2025-06-16,24.65,428714
2025-06-17,24.7,160372
2025-06-18,24.8,62384
2025-06-19,24.0,196738
2025-06-20,23.55,241018
2025-06-23,23.5,329992
2025-06-24,23.65,207993
2025-06-25,23.2,148081
2025-06-26,23.7,105173
2025-06-27,23.5,115734
2025-06-30,22.7,258635
2025-07-01,22.5,295405
2025-07-02,22.25,383860
2025-07-03,22.05,298392
2025-07-04,21.95,203345
2025-07-07,21.7,260032
2025-07-08,21.05,374648
2025-07-09,20.55,356375
2025-07-10,21.15,331154
2025-07-11,22.25,481520
2025-07-14,21.2,211324
2025-07-15,20.85,405002
2025-07-16,21.05,136693
2025-07-17,21.05,175840
2025-07-18,20.8,162465
2025-07-21,20.8,183594
2025-07-22,20.6,252741
2025-07-23,20.25,160262
2025-07-24,20.0,154761
2025-07-25,19.35,405535
2025-07-28,19.0,241910
2025-07-29,18.75,307627
2025-07-30,19.0,92651
2025-07-31,18.95,176696
2025-08-01,19.3,167246
2025-08-04,19.95,213306
2025-08-05,19.9,110648
2025-08-06,20.6,169452
2025-08-07,21.15,122289
2025-08-08,21.0,147949
2025-08-11,19.5,541801
2025-08-12,20.15,282600
2025-08-13,20.1,177880
2025-08-14,20.1,93314
2025-08-15,20.0,111521
2025-08-18,19.6,141020
2025-08-19,19.4,122808
2025-08-20,19.15,121485
2025-08-21,19.4,182407
2025-08-22,19.85,222170
2025-08-25,19.95,137465
2025-08-26,19.95,464462
2025-08-27,20.45,567639
2025-08-28,20.4,557386
2025-08-29,19.9,461304
2025-09-01,19.65,478031
2025-09-02,19.5,379717
2025-09-03,19.55,283320
2025-09-04,21.5,664948
2025-09-05,21.65,1533287
2025-09-08,21.0,607715
2025-09-09,21.0,327154
2025-09-10,20.7,260426
2025-09-11,19.9,294175
2025-09-12,20.2,230302
2025-09-15,19.9,339124
2025-09-16,20.4,298010
2025-09-17,20.2,368949
2025-09-18,20.15,424020
2025-09-19,19.9,612220
2025-09-22,20.15,618661
2025-09-23,19.6,640733
2025-09-24,21.0,1301691
2025-09-25,20.3,1042139
2025-09-26,20.8,1022066
2025-09-30,20.7,444306
2025-10-01,20.1,332919
2025-10-02,19.55,522468
2025-10-03,19.15,1239573
2025-10-07,19.25,923866
2025-10-08,19.1,282629
2025-10-09,19.15,428324
2025-10-13,18.9,552037
2025-10-14,18.7,308131
2025-10-15,18.3,727464
2025-10-16,18.35,458191
2025-10-17,18.25,307396
2025-10-20,18.55,169743
2025-10-21,18.9,192667
2025-10-22,18.9,226806
2025-10-23,18.9,252240
2025-10-27,19.45,531198
2025-10-28,19.85,290115
2025-10-29,20.0,1086848
2025-10-30,21.05,2215097
2025-10-31,20.4,652854
2025-11-03,19.85,511081
